Energy	Plot 1
4265	7.843e+11
4265.5	7.867e+11
4266	7.892e+11
4266.5	7.918e+11
4267	7.944e+11
4267.5	7.97e+11
4268	7.995e+11
4268.5	8.022e+11
4269	8.049e+11
4269.5	8.076e+11
4270	8.104e+11
4270.5	8.132e+11
4271	8.159e+11
4271.5	8.187e+11
4272	8.215e+11
4272.5	8.244e+11
4273	8.273e+11
4273.5	8.302e+11
4274	8.33e+11
4274.5	8.358e+11
4275	8.387e+11
4275.5	8.416e+11
4276	8.444e+11
4276.5	8.472e+11
4277	8.498e+11
4277.5	8.525e+11
4278	8.553e+11
4278.5	8.579e+11
4279	8.604e+11
4279.5	8.629e+11
4280	8.652e+11
4280.5	8.675e+11
4281	8.698e+11
4281.5	8.719e+11
4282	8.739e+11
4282.5	8.758e+11
4283	8.775e+11
4283.5	8.792e+11
4284	8.808e+11
4284.5	8.822e+11
4285	8.835e+11
4285.5	8.847e+11
4286	8.857e+11
4286.5	8.866e+11
4287	8.874e+11
4287.5	8.88e+11
4288	8.885e+11
4288.5	8.889e+11
4289	8.891e+11
4289.5	8.891e+11
4290	8.892e+11
4290.5	8.89e+11
4291	8.888e+11
4291.5	8.884e+11
4292	8.878e+11
4292.5	8.872e+11
4293	8.866e+11
4293.5	8.858e+11
4294	8.85e+11
4294.5	8.84e+11
4295	8.83e+11
4295.5	8.819e+11
4296	8.809e+11
4296.5	8.797e+11
4297	8.786e+11
4297.5	8.774e+11
4298	8.761e+11
4298.5	8.748e+11
4299	8.737e+11
4299.5	8.725e+11
4300	8.713e+11
4300.5	8.701e+11
4301	8.689e+11
4301.5	8.678e+11
4302	8.667e+11
4302.5	8.657e+11
4303	8.648e+11
4303.5	8.638e+11
4304	8.629e+11
4304.5	8.622e+11
4305	8.615e+11
4305.5	8.609e+11
4306	8.604e+11
4306.5	8.599e+11
4307	8.595e+11
4307.5	8.592e+11
4308	8.59e+11
4308.5	8.589e+11
4309	8.588e+11
4309.5	8.588e+11
4310	8.589e+11
4310.5	8.591e+11
4311	8.593e+11
4311.5	8.596e+11
4312	8.6e+11
4312.5	8.604e+11
4313	8.608e+11
4313.5	8.614e+11
4314	8.619e+11
4314.5	8.625e+11
4315	8.631e+11
4315.5	8.637e+11
4316	8.643e+11
4316.5	8.65e+11
4317	8.656e+11
4317.5	8.662e+11
4318	8.669e+11
4318.5	8.675e+11
4319	8.68e+11
4319.5	8.687e+11
4320	8.692e+11
4320.5	8.697e+11
4321	8.702e+11
4321.5	8.706e+11
4322	8.71e+11
4322.5	8.714e+11
4323	8.717e+11
4323.5	8.72e+11
4324	8.722e+11
4324.5	8.724e+11
4325	8.725e+11
4325.5	8.727e+11
4326	8.727e+11
4326.5	8.728e+11
4327	8.728e+11
4327.5	8.728e+11
4328	8.727e+11
4328.5	8.727e+11
4329	8.726e+11
4329.5	8.725e+11
4330	8.724e+11
4330.5	8.723e+11
4331	8.722e+11
4331.5	8.721e+11
4332	8.72e+11
